,날짜,광주
0,2021-02-01,56
1,2021-02-02,18
2,2021-02-03,17
3,2021-02-04,21
4,2021-02-05,18
5,2021-02-06,30
6,2021-02-07,57
7,2021-02-08,13
8,2021-02-09,12
9,2021-02-10,19
10,2021-02-11,32
11,2021-02-12,42
12,2021-02-13,40
13,2021-02-14,38
14,2021-02-15,21
15,2021-02-16,11
16,2021-02-17,11
17,2021-02-18,12
18,2021-02-19,19
19,2021-02-20,40
20,2021-02-21,34
21,2021-02-22,29
22,2021-02-23,14
23,2021-02-24,26
24,2021-02-25,27
25,2021-02-26,12
26,2021-02-27,10
27,2021-02-28,13
