,날짜,강원
0,2021-06-01,19
1,2021-06-02,21
2,2021-06-03,18
3,2021-06-04,9
4,2021-06-05,19
5,2021-06-06,26
6,2021-06-07,23
7,2021-06-08,16
8,2021-06-09,17
9,2021-06-10,23
10,2021-06-11,13
11,2021-06-12,11
12,2021-06-13,10
13,2021-06-14,10
14,2021-06-15,6
15,2021-06-16,4
16,2021-06-17,6
17,2021-06-18,7
18,2021-06-19,14
19,2021-06-20,19
20,2021-06-21,20
21,2021-06-22,6
22,2021-06-23,5
23,2021-06-24,9
24,2021-06-25,16
25,2021-06-26,13
26,2021-06-27,11
27,2021-06-28,13
28,2021-06-29,12
29,2021-06-30,14
