,날짜,강원
0,2021-02-01,34
1,2021-02-02,13
2,2021-02-03,14
3,2021-02-04,11
4,2021-02-05,17
5,2021-02-06,40
6,2021-02-07,45
7,2021-02-08,13
8,2021-02-09,14
9,2021-02-10,26
10,2021-02-11,39
11,2021-02-12,35
12,2021-02-13,35
13,2021-02-14,33
14,2021-02-15,21
15,2021-02-16,9
16,2021-02-17,9
17,2021-02-18,13
18,2021-02-19,24
19,2021-02-20,35
20,2021-02-21,30
21,2021-02-22,24
22,2021-02-23,11
23,2021-02-24,14
24,2021-02-25,19
25,2021-02-26,14
26,2021-02-27,9
27,2021-02-28,11
