,날짜,경북
0,2021-02-01,34
1,2021-02-02,18
2,2021-02-03,14
3,2021-02-04,14
4,2021-02-05,15
5,2021-02-06,35
6,2021-02-07,49
7,2021-02-08,12
8,2021-02-09,13
9,2021-02-10,25
10,2021-02-11,37
11,2021-02-12,36
12,2021-02-13,34
13,2021-02-14,40
14,2021-02-15,21
15,2021-02-16,11
16,2021-02-17,10
17,2021-02-18,13
18,2021-02-19,18
19,2021-02-20,35
20,2021-02-21,32
21,2021-02-22,21
22,2021-02-23,12
23,2021-02-24,17
24,2021-02-25,20
25,2021-02-26,15
26,2021-02-27,10
27,2021-02-28,11
