,날짜,세종
0,2021-02-01,49
1,2021-02-02,15
2,2021-02-03,17
3,2021-02-04,14
4,2021-02-05,17
5,2021-02-06,36
6,2021-02-07,47
7,2021-02-08,13
8,2021-02-09,17
9,2021-02-10,27
10,2021-02-11,43
11,2021-02-12,51
12,2021-02-13,59
13,2021-02-14,59
14,2021-02-15,22
15,2021-02-16,9
16,2021-02-17,8
17,2021-02-18,10
18,2021-02-19,20
19,2021-02-20,41
20,2021-02-21,36
21,2021-02-22,23
22,2021-02-23,12
23,2021-02-24,23
24,2021-02-25,40
25,2021-02-26,26
26,2021-02-27,8
27,2021-02-28,11
