,날짜,제주
0,2021-04-01,18
1,2021-04-02,18
2,2021-04-03,8
3,2021-04-04,7
4,2021-04-05,8
5,2021-04-06,12
6,2021-04-07,26
7,2021-04-08,20
8,2021-04-09,12
9,2021-04-10,9
10,2021-04-11,9
11,2021-04-12,8
12,2021-04-13,11
13,2021-04-14,10
14,2021-04-15,13
15,2021-04-16,11
16,2021-04-17,19
17,2021-04-18,9
18,2021-04-19,12
19,2021-04-20,17
20,2021-04-21,19
21,2021-04-22,19
22,2021-04-23,17
23,2021-04-24,16
24,2021-04-25,15
25,2021-04-26,8
26,2021-04-27,10
27,2021-04-28,13
28,2021-04-29,23
29,2021-04-30,22
