,날짜,울산
0,2021-02-01,25
1,2021-02-02,20
2,2021-02-03,13
3,2021-02-04,14
4,2021-02-05,10
5,2021-02-06,27
6,2021-02-07,49
7,2021-02-08,11
8,2021-02-09,10
9,2021-02-10,27
10,2021-02-11,34
11,2021-02-12,34
12,2021-02-13,37
13,2021-02-14,43
14,2021-02-15,19
15,2021-02-16,10
16,2021-02-17,8
17,2021-02-18,13
18,2021-02-19,16
19,2021-02-20,32
20,2021-02-21,31
21,2021-02-22,20
22,2021-02-23,11
23,2021-02-24,14
24,2021-02-25,16
25,2021-02-26,11
26,2021-02-27,10
27,2021-02-28,10
