,날짜,서울
0,2021-02-01,37
1,2021-02-02,17
2,2021-02-03,19
3,2021-02-04,15
4,2021-02-05,15
5,2021-02-06,42
6,2021-02-07,54
7,2021-02-08,16
8,2021-02-09,14
9,2021-02-10,23
10,2021-02-11,50
11,2021-02-12,65
12,2021-02-13,70
13,2021-02-14,70
14,2021-02-15,36
15,2021-02-16,12
16,2021-02-17,11
17,2021-02-18,14
18,2021-02-19,23
19,2021-02-20,38
20,2021-02-21,44
21,2021-02-22,27
22,2021-02-23,14
23,2021-02-24,21
24,2021-02-25,31
25,2021-02-26,21
26,2021-02-27,9
27,2021-02-28,13
