,날짜,전북
0,2021-02-01,56
1,2021-02-02,16
2,2021-02-03,14
3,2021-02-04,17
4,2021-02-05,15
5,2021-02-06,29
6,2021-02-07,60
7,2021-02-08,13
8,2021-02-09,14
9,2021-02-10,21
10,2021-02-11,35
11,2021-02-12,47
12,2021-02-13,52
13,2021-02-14,52
14,2021-02-15,26
15,2021-02-16,9
16,2021-02-17,10
17,2021-02-18,10
18,2021-02-19,19
19,2021-02-20,42
20,2021-02-21,31
21,2021-02-22,27
22,2021-02-23,13
23,2021-02-24,25
24,2021-02-25,42
25,2021-02-26,16
26,2021-02-27,9
27,2021-02-28,13
