,날짜,충북
0,2021-02-01,50
1,2021-02-02,17
2,2021-02-03,17
3,2021-02-04,16
4,2021-02-05,19
5,2021-02-06,39
6,2021-02-07,53
7,2021-02-08,15
8,2021-02-09,17
9,2021-02-10,27
10,2021-02-11,48
11,2021-02-12,47
12,2021-02-13,52
13,2021-02-14,45
14,2021-02-15,29
15,2021-02-16,12
16,2021-02-17,10
17,2021-02-18,13
18,2021-02-19,24
19,2021-02-20,38
20,2021-02-21,37
21,2021-02-22,30
22,2021-02-23,16
23,2021-02-24,26
24,2021-02-25,33
25,2021-02-26,23
26,2021-02-27,10
27,2021-02-28,14
