,날짜,충남
0,2021-02-01,49
1,2021-02-02,16
2,2021-02-03,18
3,2021-02-04,17
4,2021-02-05,16
5,2021-02-06,38
6,2021-02-07,57
7,2021-02-08,15
8,2021-02-09,17
9,2021-02-10,24
10,2021-02-11,45
11,2021-02-12,70
12,2021-02-13,77
13,2021-02-14,77
14,2021-02-15,31
15,2021-02-16,12
16,2021-02-17,11
17,2021-02-18,12
18,2021-02-19,22
19,2021-02-20,46
20,2021-02-21,37
21,2021-02-22,27
22,2021-02-23,15
23,2021-02-24,30
24,2021-02-25,51
25,2021-02-26,31
26,2021-02-27,12
27,2021-02-28,18
