,날짜,경남
0,2021-02-01,30
1,2021-02-02,17
2,2021-02-03,13
3,2021-02-04,15
4,2021-02-05,13
5,2021-02-06,25
6,2021-02-07,40
7,2021-02-08,10
8,2021-02-09,10
9,2021-02-10,21
10,2021-02-11,31
11,2021-02-12,31
12,2021-02-13,28
13,2021-02-14,34
14,2021-02-15,17
15,2021-02-16,10
16,2021-02-17,8
17,2021-02-18,11
18,2021-02-19,16
19,2021-02-20,29
20,2021-02-21,27
21,2021-02-22,19
22,2021-02-23,10
23,2021-02-24,14
24,2021-02-25,20
25,2021-02-26,12
26,2021-02-27,10
27,2021-02-28,11
