,날짜,대전
0,2021-02-01,41
1,2021-02-02,14
2,2021-02-03,14
3,2021-02-04,13
4,2021-02-05,13
5,2021-02-06,28
6,2021-02-07,43
7,2021-02-08,12
8,2021-02-09,14
9,2021-02-10,19
10,2021-02-11,29
11,2021-02-12,37
12,2021-02-13,43
13,2021-02-14,34
14,2021-02-15,20
15,2021-02-16,9
16,2021-02-17,8
17,2021-02-18,11
18,2021-02-19,18
19,2021-02-20,37
20,2021-02-21,31
21,2021-02-22,24
22,2021-02-23,12
23,2021-02-24,18
24,2021-02-25,24
25,2021-02-26,17
26,2021-02-27,8
27,2021-02-28,9
