,날짜,인천
0,2021-02-01,31
1,2021-02-02,13
2,2021-02-03,18
3,2021-02-04,12
4,2021-02-05,15
5,2021-02-06,35
6,2021-02-07,39
7,2021-02-08,14
8,2021-02-09,14
9,2021-02-10,20
10,2021-02-11,47
11,2021-02-12,77
12,2021-02-13,66
13,2021-02-14,74
14,2021-02-15,26
15,2021-02-16,11
16,2021-02-17,10
17,2021-02-18,13
18,2021-02-19,21
19,2021-02-20,38
20,2021-02-21,39
21,2021-02-22,26
22,2021-02-23,15
23,2021-02-24,22
24,2021-02-25,34
25,2021-02-26,21
26,2021-02-27,11
27,2021-02-28,16
