,날짜,전남
0,2021-02-01,38
1,2021-02-02,14
2,2021-02-03,13
3,2021-02-04,15
4,2021-02-05,12
5,2021-02-06,22
6,2021-02-07,45
7,2021-02-08,10
8,2021-02-09,9
9,2021-02-10,14
10,2021-02-11,27
11,2021-02-12,36
12,2021-02-13,35
13,2021-02-14,38
14,2021-02-15,17
15,2021-02-16,9
16,2021-02-17,8
17,2021-02-18,9
18,2021-02-19,14
19,2021-02-20,30
20,2021-02-21,26
21,2021-02-22,22
22,2021-02-23,10
23,2021-02-24,17
24,2021-02-25,19
25,2021-02-26,12
26,2021-02-27,10
27,2021-02-28,10
