,날짜,부산
0,2021-02-01,27
1,2021-02-02,27
2,2021-02-03,15
3,2021-02-04,19
4,2021-02-05,13
5,2021-02-06,25
6,2021-02-07,45
7,2021-02-08,14
8,2021-02-09,12
9,2021-02-10,27
10,2021-02-11,35
11,2021-02-12,32
12,2021-02-13,32
13,2021-02-14,31
14,2021-02-15,18
15,2021-02-16,12
16,2021-02-17,12
17,2021-02-18,15
18,2021-02-19,18
19,2021-02-20,29
20,2021-02-21,30
21,2021-02-22,20
22,2021-02-23,12
23,2021-02-24,16
24,2021-02-25,17
25,2021-02-26,11
26,2021-02-27,11
27,2021-02-28,10
