,날짜,제주
0,2021-02-01,28
1,2021-02-02,20
2,2021-02-03,18
3,2021-02-04,23
4,2021-02-05,9
5,2021-02-06,12
6,2021-02-07,64
7,2021-02-08,10
8,2021-02-09,9
9,2021-02-10,10
10,2021-02-11,22
11,2021-02-12,24
12,2021-02-13,28
13,2021-02-14,18
14,2021-02-15,15
15,2021-02-16,11
16,2021-02-17,9
17,2021-02-18,10
18,2021-02-19,12
19,2021-02-20,25
20,2021-02-21,16
21,2021-02-22,23
22,2021-02-23,9
23,2021-02-24,14
24,2021-02-25,12
25,2021-02-26,9
26,2021-02-27,12
27,2021-02-28,11
