,날짜,대구
0,2021-02-01,41
1,2021-02-02,17
2,2021-02-03,14
3,2021-02-04,14
4,2021-02-05,20
5,2021-02-06,38
6,2021-02-07,50
7,2021-02-08,11
8,2021-02-09,13
9,2021-02-10,27
10,2021-02-11,37
11,2021-02-12,38
12,2021-02-13,33
13,2021-02-14,49
14,2021-02-15,26
15,2021-02-16,10
16,2021-02-17,8
17,2021-02-18,13
18,2021-02-19,18
19,2021-02-20,35
20,2021-02-21,33
21,2021-02-22,21
22,2021-02-23,9
23,2021-02-24,17
24,2021-02-25,27
25,2021-02-26,19
26,2021-02-27,10
27,2021-02-28,13
