,날짜,경기
0,2021-02-01,42
1,2021-02-02,15
2,2021-02-03,18
3,2021-02-04,14
4,2021-02-05,18
5,2021-02-06,43
6,2021-02-07,56
7,2021-02-08,14
8,2021-02-09,15
9,2021-02-10,25
10,2021-02-11,51
11,2021-02-12,69
12,2021-02-13,74
13,2021-02-14,73
14,2021-02-15,34
15,2021-02-16,11
16,2021-02-17,9
17,2021-02-18,13
18,2021-02-19,24
19,2021-02-20,39
20,2021-02-21,44
21,2021-02-22,30
22,2021-02-23,14
23,2021-02-24,25
24,2021-02-25,37
25,2021-02-26,21
26,2021-02-27,9
27,2021-02-28,16
