,날짜,인천
0,2021-02-01,58
1,2021-02-02,27
2,2021-02-03,31
3,2021-02-04,21
4,2021-02-05,26
5,2021-02-06,56
6,2021-02-07,60
7,2021-02-08,23
8,2021-02-09,22
9,2021-02-10,30
10,2021-02-11,65
11,2021-02-12,98
12,2021-02-13,84
13,2021-02-14,94
14,2021-02-15,39
15,2021-02-16,20
16,2021-02-17,32
17,2021-02-18,41
18,2021-02-19,39
19,2021-02-20,65
20,2021-02-21,65
21,2021-02-22,51
22,2021-02-23,51
23,2021-02-24,49
24,2021-02-25,61
25,2021-02-26,37
26,2021-02-27,20
27,2021-02-28,26
