,날짜,경남
0,2021-02-01,47
1,2021-02-02,34
2,2021-02-03,22
3,2021-02-04,28
4,2021-02-05,24
5,2021-02-06,41
6,2021-02-07,65
7,2021-02-08,18
8,2021-02-09,18
9,2021-02-10,36
10,2021-02-11,47
11,2021-02-12,44
12,2021-02-13,39
13,2021-02-14,45
14,2021-02-15,26
15,2021-02-16,18
16,2021-02-17,17
17,2021-02-18,24
18,2021-02-19,29
19,2021-02-20,54
20,2021-02-21,48
21,2021-02-22,40
22,2021-02-23,21
23,2021-02-24,28
24,2021-02-25,34
25,2021-02-26,22
26,2021-02-27,20
27,2021-02-28,21
