,날짜,세종
0,2021-02-01,82
1,2021-02-02,36
2,2021-02-03,33
3,2021-02-04,29
4,2021-02-05,32
5,2021-02-06,58
6,2021-02-07,76
7,2021-02-08,27
8,2021-02-09,31
9,2021-02-10,42
10,2021-02-11,60
11,2021-02-12,69
12,2021-02-13,81
13,2021-02-14,76
14,2021-02-15,37
15,2021-02-16,22
16,2021-02-17,29
17,2021-02-18,34
18,2021-02-19,38
19,2021-02-20,76
20,2021-02-21,61
21,2021-02-22,48
22,2021-02-23,43
23,2021-02-24,50
24,2021-02-25,64
25,2021-02-26,43
26,2021-02-27,21
27,2021-02-28,24
