,날짜,제주
0,2021-02-01,44
1,2021-02-02,45
2,2021-02-03,40
3,2021-02-04,48
4,2021-02-05,18
5,2021-02-06,21
6,2021-02-07,102
7,2021-02-08,25
8,2021-02-09,19
9,2021-02-10,19
10,2021-02-11,39
11,2021-02-12,41
12,2021-02-13,45
13,2021-02-14,29
14,2021-02-15,28
15,2021-02-16,25
16,2021-02-17,19
17,2021-02-18,22
18,2021-02-19,26
19,2021-02-20,52
20,2021-02-21,35
21,2021-02-22,47
22,2021-02-23,26
23,2021-02-24,32
24,2021-02-25,28
25,2021-02-26,22
26,2021-02-27,33
27,2021-02-28,28
