,날짜,경기
0,2021-02-01,71
1,2021-02-02,32
2,2021-02-03,34
3,2021-02-04,24
4,2021-02-05,30
5,2021-02-06,66
6,2021-02-07,81
7,2021-02-08,27
8,2021-02-09,27
9,2021-02-10,37
10,2021-02-11,69
11,2021-02-12,90
12,2021-02-13,95
13,2021-02-14,93
14,2021-02-15,49
15,2021-02-16,22
16,2021-02-17,39
17,2021-02-18,44
18,2021-02-19,46
19,2021-02-20,69
20,2021-02-21,72
21,2021-02-22,59
22,2021-02-23,56
23,2021-02-24,59
24,2021-02-25,66
25,2021-02-26,39
26,2021-02-27,20
27,2021-02-28,28
