,날짜,서울
0,2021-02-01,66
1,2021-02-02,31
2,2021-02-03,31
3,2021-02-04,23
4,2021-02-05,26
5,2021-02-06,63
6,2021-02-07,79
7,2021-02-08,25
8,2021-02-09,22
9,2021-02-10,34
10,2021-02-11,68
11,2021-02-12,84
12,2021-02-13,90
13,2021-02-14,89
14,2021-02-15,51
15,2021-02-16,22
16,2021-02-17,39
17,2021-02-18,40
18,2021-02-19,43
19,2021-02-20,66
20,2021-02-21,70
21,2021-02-22,53
22,2021-02-23,50
23,2021-02-24,49
24,2021-02-25,55
25,2021-02-26,35
26,2021-02-27,16
27,2021-02-28,22
