,날짜,대전
0,2021-02-01,77
1,2021-02-02,33
2,2021-02-03,33
3,2021-02-04,31
4,2021-02-05,30
5,2021-02-06,50
6,2021-02-07,76
7,2021-02-08,26
8,2021-02-09,26
9,2021-02-10,34
10,2021-02-11,48
11,2021-02-12,57
12,2021-02-13,65
13,2021-02-14,53
14,2021-02-15,35
15,2021-02-16,21
16,2021-02-17,27
17,2021-02-18,36
18,2021-02-19,36
19,2021-02-20,78
20,2021-02-21,62
21,2021-02-22,49
22,2021-02-23,42
23,2021-02-24,45
24,2021-02-25,44
25,2021-02-26,31
26,2021-02-27,18
27,2021-02-28,19
