,날짜,전남
0,2021-02-01,63
1,2021-02-02,30
2,2021-02-03,25
3,2021-02-04,29
4,2021-02-05,24
5,2021-02-06,37
6,2021-02-07,75
7,2021-02-08,21
8,2021-02-09,18
9,2021-02-10,25
10,2021-02-11,44
11,2021-02-12,53
12,2021-02-13,52
13,2021-02-14,53
14,2021-02-15,27
15,2021-02-16,19
16,2021-02-17,19
17,2021-02-18,24
18,2021-02-19,27
19,2021-02-20,57
20,2021-02-21,47
21,2021-02-22,43
22,2021-02-23,28
23,2021-02-24,35
24,2021-02-25,30
25,2021-02-26,20
26,2021-02-27,21
27,2021-02-28,20
