,날짜,충남
0,2021-02-01,80
1,2021-02-02,34
2,2021-02-03,31
3,2021-02-04,30
4,2021-02-05,28
5,2021-02-06,61
6,2021-02-07,84
7,2021-02-08,27
8,2021-02-09,28
9,2021-02-10,36
10,2021-02-11,63
11,2021-02-12,91
12,2021-02-13,97
13,2021-02-14,95
14,2021-02-15,47
15,2021-02-16,23
16,2021-02-17,33
17,2021-02-18,37
18,2021-02-19,39
19,2021-02-20,83
20,2021-02-21,64
21,2021-02-22,53
22,2021-02-23,49
23,2021-02-24,61
24,2021-02-25,78
25,2021-02-26,51
26,2021-02-27,25
27,2021-02-28,30
