,날짜,광주
0,2021-02-01,78
1,2021-02-02,36
2,2021-02-03,30
3,2021-02-04,35
4,2021-02-05,34
5,2021-02-06,49
6,2021-02-07,82
7,2021-02-08,26
8,2021-02-09,23
9,2021-02-10,31
10,2021-02-11,47
11,2021-02-12,57
12,2021-02-13,54
13,2021-02-14,50
14,2021-02-15,32
15,2021-02-16,22
16,2021-02-17,16
17,2021-02-18,25
18,2021-02-19,31
19,2021-02-20,64
20,2021-02-21,52
21,2021-02-22,51
22,2021-02-23,36
23,2021-02-24,52
24,2021-02-25,38
25,2021-02-26,20
26,2021-02-27,20
27,2021-02-28,21
