,날짜,전북
0,2021-02-01,84
1,2021-02-02,31
2,2021-02-03,27
3,2021-02-04,31
4,2021-02-05,27
5,2021-02-06,45
6,2021-02-07,85
7,2021-02-08,25
8,2021-02-09,24
9,2021-02-10,32
10,2021-02-11,50
11,2021-02-12,62
12,2021-02-13,67
13,2021-02-14,64
14,2021-02-15,38
15,2021-02-16,19
16,2021-02-17,21
17,2021-02-18,28
18,2021-02-19,34
19,2021-02-20,73
20,2021-02-21,55
21,2021-02-22,50
22,2021-02-23,40
23,2021-02-24,49
24,2021-02-25,59
25,2021-02-26,27
26,2021-02-27,20
27,2021-02-28,22
