,날짜,부산
0,2021-02-01,45
1,2021-02-02,48
2,2021-02-03,26
3,2021-02-04,34
4,2021-02-05,26
5,2021-02-06,44
6,2021-02-07,73
7,2021-02-08,25
8,2021-02-09,22
9,2021-02-10,45
10,2021-02-11,54
11,2021-02-12,48
12,2021-02-13,45
13,2021-02-14,41
14,2021-02-15,28
15,2021-02-16,22
16,2021-02-17,23
17,2021-02-18,27
18,2021-02-19,34
19,2021-02-20,59
20,2021-02-21,56
21,2021-02-22,44
22,2021-02-23,26
23,2021-02-24,32
24,2021-02-25,33
25,2021-02-26,21
26,2021-02-27,24
27,2021-02-28,24
