,날짜,울산
0,2021-02-01,43
1,2021-02-02,39
2,2021-02-03,25
3,2021-02-04,26
4,2021-02-05,23
5,2021-02-06,44
6,2021-02-07,76
7,2021-02-08,22
8,2021-02-09,18
9,2021-02-10,46
10,2021-02-11,51
11,2021-02-12,47
12,2021-02-13,49
13,2021-02-14,54
14,2021-02-15,26
15,2021-02-16,20
16,2021-02-17,19
17,2021-02-18,27
18,2021-02-19,31
19,2021-02-20,59
20,2021-02-21,55
21,2021-02-22,42
22,2021-02-23,26
23,2021-02-24,30
24,2021-02-25,28
25,2021-02-26,21
26,2021-02-27,21
27,2021-02-28,23
