,날짜,대구
0,2021-02-01,62
1,2021-02-02,34
2,2021-02-03,28
3,2021-02-04,28
4,2021-02-05,40
5,2021-02-06,62
6,2021-02-07,76
7,2021-02-08,22
8,2021-02-09,23
9,2021-02-10,45
10,2021-02-11,54
11,2021-02-12,53
12,2021-02-13,46
13,2021-02-14,64
14,2021-02-15,37
15,2021-02-16,21
16,2021-02-17,23
17,2021-02-18,32
18,2021-02-19,35
19,2021-02-20,67
20,2021-02-21,58
21,2021-02-22,49
22,2021-02-23,25
23,2021-02-24,38
24,2021-02-25,46
25,2021-02-26,32
26,2021-02-27,23
27,2021-02-28,24
