,날짜,강원
0,2021-02-01,60
1,2021-02-02,29
2,2021-02-03,28
3,2021-02-04,20
4,2021-02-05,32
5,2021-02-06,62
6,2021-02-07,69
7,2021-02-08,23
8,2021-02-09,25
9,2021-02-10,40
10,2021-02-11,55
11,2021-02-12,49
12,2021-02-13,50
13,2021-02-14,47
14,2021-02-15,34
15,2021-02-16,18
16,2021-02-17,34
17,2021-02-18,34
18,2021-02-19,48
19,2021-02-20,60
20,2021-02-21,55
21,2021-02-22,51
22,2021-02-23,37
23,2021-02-24,34
24,2021-02-25,37
25,2021-02-26,27
26,2021-02-27,17
27,2021-02-28,21
