,날짜,경북
0,2021-02-01,55
1,2021-02-02,37
2,2021-02-03,27
3,2021-02-04,27
4,2021-02-05,31
5,2021-02-06,56
6,2021-02-07,77
7,2021-02-08,23
8,2021-02-09,23
9,2021-02-10,42
10,2021-02-11,54
11,2021-02-12,50
12,2021-02-13,49
13,2021-02-14,54
14,2021-02-15,32
15,2021-02-16,20
16,2021-02-17,25
17,2021-02-18,33
18,2021-02-19,36
19,2021-02-20,67
20,2021-02-21,58
21,2021-02-22,48
22,2021-02-23,31
23,2021-02-24,38
24,2021-02-25,38
25,2021-02-26,28
26,2021-02-27,22
27,2021-02-28,24
