,날짜,충북
0,2021-02-01,76
1,2021-02-02,35
2,2021-02-03,32
3,2021-02-04,27
4,2021-02-05,33
5,2021-02-06,60
6,2021-02-07,80
7,2021-02-08,26
8,2021-02-09,27
9,2021-02-10,40
10,2021-02-11,66
11,2021-02-12,63
12,2021-02-13,70
13,2021-02-14,60
14,2021-02-15,41
15,2021-02-16,21
16,2021-02-17,31
17,2021-02-18,37
18,2021-02-19,42
19,2021-02-20,67
20,2021-02-21,62
21,2021-02-22,56
22,2021-02-23,47
23,2021-02-24,52
24,2021-02-25,55
25,2021-02-26,39
26,2021-02-27,20
27,2021-02-28,24
